log_id,user_id,timestamp,page,action,ip_address,device,country
L00369,U636,2026-04-05 14:15:14,/product/p101,purchase,192.168.54.126,Desktop,Vietnam
L01723,U155,2026-04-05 15:08:30,/product/p101,click,192.168.193.44,Desktop,Vietnam
L01826,U608,2026-04-05 15:44:14,/cart,purchase,192.168.228.126,Mobile,Vietnam
L01067,U136,2026-04-05 16:26:38,/about-us,view,192.168.73.173,Desktop,Vietnam
L00997,U407,2026-04-05 16:33:51,/product/p101,view,192.168.166.46,Mobile,Vietnam
L00673,U325,2026-04-05 16:34:42,/product/p100,view,192.168.209.56,Desktop,Vietnam
L00027,U216,2026-04-05 16:48:37,/cart,purchase,192.168.122.26,Desktop,USA
L01570,U357,2026-04-05 17:05:29,/product/p101,add_to_cart,192.168.138.248,Desktop,UK
L00912,U537,2026-04-05 17:12:28,/blog,purchase,192.168.134.124,Mobile,Vietnam
L01596,U492,2026-04-05 17:23:54,/about-us,purchase,192.168.161.233,Mobile,Vietnam
L00579,U863,2026-04-05 17:58:08,/blog,purchase,192.168.74.104,Mobile,Singapore
L00048,U912,2026-04-05 18:32:51,/about-us,click,192.168.83.71,Mobile,Vietnam
L01918,U896,2026-04-05 18:43:32,/product/p101,add_to_cart,192.168.239.17,Tablet,Vietnam
L01501,U608,2026-04-05 18:55:59,/contact,add_to_cart,192.168.224.184,Mobile,Vietnam
L01999,U913,2026-04-05 19:22:42,/blog,view,192.168.64.59,Mobile,Vietnam
L01447,U538,2026-04-05 19:42:47,/checkout,add_to_cart,192.168.94.81,Tablet,Vietnam
L01824,U597,2026-04-05 19:49:58,/product/p101,view,192.168.230.218,Mobile,UK
L01082,U598,2026-04-05 20:12:34,/blog,view,192.168.234.2,Desktop,Vietnam
L00115,U281,2026-04-05 20:53:14,/home,view,192.168.106.123,Mobile,Vietnam
L01977,U958,2026-04-05 21:46:29,/about-us,purchase,192.168.30.55,Mobile,Vietnam
L00822,U211,2026-04-05 22:23:16,/contact,add_to_cart,192.168.156.82,Desktop,Japan
L01080,U885,2026-04-05 22:41:42,/home,click,192.168.33.195,Mobile,Vietnam
L01304,U682,2026-04-05 23:02:19,/about-us,click,192.168.111.185,Desktop,Korea
L01788,U377,2026-04-05 23:18:14,/contact,click,192.168.44.107,Mobile,Vietnam
L00776,U832,2026-04-05 23:45:12,/contact,purchase,192.168.219.25,Desktop,Vietnam
L00861,U852,2026-04-05 23:56:00,/home,view,192.168.173.151,Mobile,Japan
L01879,U110,2026-04-06 00:08:26,/product/p100,purchase,192.168.101.19,Mobile,USA
L01976,U666,2026-04-06 01:53:10,/cart,view,192.168.60.248,Mobile,Vietnam
L01306,U790,2026-04-06 02:05:01,/contact,add_to_cart,192.168.178.122,Desktop,Singapore
L01902,U524,2026-04-06 02:51:06,/checkout,click,192.168.142.191,Desktop,Vietnam
L01457,U204,2026-04-06 03:00:46,/about-us,click,192.168.230.63,Desktop,Vietnam
L01232,U381,2026-04-06 03:03:48,/contact,add_to_cart,192.168.12.121,Desktop,Vietnam
L00848,U989,2026-04-06 03:05:36,/checkout,view,192.168.171.71,Mobile,Vietnam
L01656,U848,2026-04-06 03:19:00,/checkout,click,192.168.84.226,Desktop,Vietnam
L00041,U813,2026-04-06 03:32:40,/about-us,click,192.168.14.102,Mobile,Vietnam
L00398,U381,2026-04-06 03:47:09,/product/p101,view,192.168.219.242,Mobile,Korea
L00406,U517,2026-04-06 04:01:45,/home,add_to_cart,192.168.34.62,Mobile,USA
L01266,U976,2026-04-06 04:36:01,/contact,view,192.168.159.95,Mobile,Vietnam
L01535,U971,2026-04-06 04:39:06,/checkout,purchase,192.168.54.239,Desktop,Vietnam
L00876,U925,2026-04-06 04:43:06,/product/p101,view,192.168.204.30,Mobile,Japan
L00020,U923,2026-04-06 04:49:54,/product/p101,purchase,192.168.72.123,Mobile,Vietnam
L00210,U838,2026-04-06 05:16:49,/product/p100,view,192.168.165.250,Tablet,Vietnam
L00964,U707,2026-04-06 05:35:18,/about-us,purchase,192.168.27.95,Mobile,Singapore
L01514,U372,2026-04-06 05:41:50,/checkout,click,192.168.128.139,Mobile,Vietnam
L00408,U977,2026-04-06 06:36:46,/product/p101,purchase,192.168.245.222,Desktop,Singapore
L01129,U141,2026-04-06 06:54:43,/blog,view,192.168.90.100,Mobile,Vietnam
L00520,U390,2026-04-06 07:07:13,/product/p101,purchase,192.168.75.224,Mobile,Vietnam
L01834,U786,2026-04-06 07:22:58,/product/p100,purchase,192.168.153.159,Mobile,Singapore
L00558,U275,2026-04-06 08:10:51,/product/p100,add_to_cart,192.168.168.194,Desktop,Vietnam
L01790,U983,2026-04-06 08:14:08,/about-us,view,192.168.5.10,Mobile,Vietnam
L00495,U612,2026-04-06 08:39:46,/cart,purchase,192.168.252.240,Desktop,Vietnam
L01539,U353,2026-04-06 08:41:41,/contact,click,192.168.21.70,Mobile,Vietnam
L00783,U424,2026-04-06 09:28:53,/contact,purchase,192.168.43.3,Mobile,Vietnam
L00595,U297,2026-04-06 09:32:05,/home,add_to_cart,192.168.75.45,Desktop,Vietnam
L00859,U624,2026-04-06 10:49:49,/contact,click,192.168.202.233,Desktop,Vietnam
L01506,U641,2026-04-06 11:06:19,/product/p101,click,192.168.203.186,Mobile,USA
L01556,U584,2026-04-06 11:09:44,/product/p100,click,192.168.216.134,Mobile,Vietnam
L01000,U851,2026-04-06 11:17:35,/about-us,add_to_cart,192.168.53.110,Desktop,Vietnam
L01068,U151,2026-04-06 11:24:32,/checkout,add_to_cart,192.168.115.147,Mobile,Vietnam
L00763,U833,2026-04-06 11:29:57,/contact,add_to_cart,192.168.97.86,Tablet,UK
L00953,U453,2026-04-06 11:30:01,/checkout,click,192.168.6.56,Mobile,Vietnam
L00469,U345,2026-04-06 11:32:35,/checkout,purchase,192.168.3.171,Mobile,Vietnam
L00771,U845,2026-04-06 12:23:03,/checkout,click,192.168.160.92,Desktop,Vietnam
L01462,U304,2026-04-06 13:31:12,/home,click,192.168.152.192,Desktop,Vietnam
L01154,U683,2026-04-06 14:05:33,/cart,view,192.168.211.119,Tablet,Vietnam
L00564,U138,2026-04-06 14:09:12,/contact,view,192.168.237.179,Desktop,Vietnam
L00388,U488,2026-04-06 14:33:21,/blog,purchase,192.168.39.243,Mobile,UK
L00757,U452,2026-04-06 14:51:58,/product/p100,add_to_cart,192.168.47.50,Mobile,Vietnam
L00360,U992,2026-04-06 14:52:50,/contact,click,192.168.19.60,Desktop,Singapore
L01623,U918,2026-04-06 14:58:34,/about-us,add_to_cart,192.168.254.214,Desktop,Singapore
L01520,U389,2026-04-06 15:18:05,/about-us,click,192.168.195.96,Mobile,Vietnam
L01434,U890,2026-04-06 15:33:14,/product/p100,purchase,192.168.161.102,Desktop,Vietnam
L00180,U452,2026-04-06 15:41:19,/cart,click,192.168.205.152,Mobile,Vietnam
L00533,U772,2026-04-06 16:12:11,/checkout,purchase,192.168.29.9,Mobile,Vietnam
L00203,U867,2026-04-06 16:36:55,/product/p100,click,192.168.165.228,Mobile,Vietnam
L00265,U394,2026-04-06 16:52:45,/blog,click,192.168.167.14,Mobile,UK
L00534,U157,2026-04-06 17:01:31,/cart,view,192.168.80.122,Mobile,Singapore
L01214,U536,2026-04-06 18:02:49,/product/p101,view,192.168.101.193,Mobile,Vietnam
L00222,U995,2026-04-06 18:04:36,/product/p101,purchase,192.168.66.146,Mobile,Vietnam
L00653,U612,2026-04-06 19:06:31,/product/p101,purchase,192.168.97.66,Mobile,USA
L00383,U315,2026-04-06 19:20:48,/contact,purchase,192.168.225.44,Tablet,Vietnam
L00744,U898,2026-04-06 19:43:11,/checkout,view,192.168.153.214,Desktop,UK
L01838,U287,2026-04-06 20:34:26,/about-us,click,192.168.137.66,Desktop,Vietnam
L01907,U525,2026-04-06 20:35:47,/checkout,click,192.168.114.102,Desktop,Vietnam
L01251,U669,2026-04-06 21:09:17,/contact,view,192.168.57.219,Mobile,USA
L01945,U102,2026-04-06 21:16:19,/product/p101,click,192.168.185.188,Tablet,Vietnam
L00891,U774,2026-04-06 21:52:12,/product/p100,purchase,192.168.254.212,Mobile,Singapore
L01735,U641,2026-04-06 21:57:19,/cart,add_to_cart,192.168.36.27,Tablet,Vietnam
L01795,U967,2026-04-06 22:11:16,/contact,purchase,192.168.50.87,Tablet,Vietnam
L01899,U736,2026-04-06 22:52:06,/product/p101,purchase,192.168.142.179,Desktop,Vietnam
L01389,U131,2026-04-06 23:02:20,/home,purchase,192.168.94.227,Mobile,UK
L01677,U945,2026-04-06 23:14:03,/home,purchase,192.168.249.146,Mobile,Vietnam
L01394,U189,2026-04-06 23:35:01,/blog,click,192.168.255.90,Tablet,Japan
L01375,U275,2026-04-06 23:37:53,/blog,add_to_cart,192.168.148.52,Desktop,Vietnam
L01577,U928,2026-04-06 23:44:04,/cart,add_to_cart,192.168.146.205,Tablet,Vietnam
L00093,U167,2026-04-07 00:25:18,/contact,add_to_cart,192.168.10.172,Mobile,Vietnam
L00463,U446,2026-04-07 00:30:42,/about-us,view,192.168.93.92,Mobile,Vietnam
L00114,U216,2026-04-07 00:35:22,/cart,view,192.168.48.161,Desktop,Japan
L01994,U187,2026-04-07 00:55:08,/about-us,add_to_cart,192.168.6.88,Mobile,UK
L01948,U406,2026-04-07 01:05:03,/home,click,192.168.172.202,Mobile,Vietnam
L00120,U729,2026-04-07 01:31:48,/checkout,add_to_cart,192.168.62.134,Desktop,Vietnam
L00002,U547,2026-04-07 01:34:45,/checkout,purchase,192.168.247.158,Desktop,USA
L01238,U384,2026-04-07 01:55:54,/cart,click,192.168.206.5,Mobile,USA
L01851,U371,2026-04-07 01:56:14,/product/p100,add_to_cart,192.168.146.5,Desktop,Vietnam
L00854,U269,2026-04-07 02:02:46,/blog,click,192.168.80.191,Mobile,Vietnam
L02000,U211,2026-04-07 02:17:26,/product/p100,click,192.168.164.94,Mobile,Vietnam
L00040,U886,2026-04-07 02:19:51,/checkout,purchase,192.168.12.156,Mobile,USA
L01444,U153,2026-04-07 02:45:54,/contact,purchase,192.168.167.123,Mobile,Vietnam
L01247,U206,2026-04-07 03:23:37,/product/p101,add_to_cart,192.168.95.233,Mobile,Singapore
L01475,U838,2026-04-07 03:37:11,/blog,click,192.168.236.140,Mobile,Vietnam
L01720,U365,2026-04-07 03:44:31,/cart,click,192.168.224.22,Mobile,Vietnam
L00063,U551,2026-04-07 04:22:11,/blog,view,192.168.3.207,Desktop,Vietnam
L01210,U560,2026-04-07 04:31:16,/home,add_to_cart,192.168.55.253,Mobile,USA
L01407,U427,2026-04-07 04:35:48,/blog,add_to_cart,192.168.65.23,Desktop,Vietnam
L01859,U285,2026-04-07 05:17:28,/contact,click,192.168.225.111,Mobile,UK
L00366,U572,2026-04-07 05:45:42,/contact,purchase,192.168.190.31,Mobile,Vietnam
L00312,U483,2026-04-07 06:16:24,/home,purchase,192.168.89.173,Mobile,Korea
L01958,U787,2026-04-07 06:24:55,/contact,purchase,192.168.190.67,Tablet,Vietnam
L01837,U720,2026-04-07 06:39:05,/about-us,click,192.168.234.150,Mobile,USA
L00168,U573,2026-04-07 06:48:47,/contact,view,192.168.22.226,Mobile,Vietnam
L01610,U785,2026-04-07 07:13:31,/home,purchase,192.168.182.164,Mobile,Vietnam
L00817,U579,2026-04-07 07:30:28,/product/p101,add_to_cart,192.168.21.225,Mobile,USA
L01272,U318,2026-04-07 08:30:11,/product/p101,add_to_cart,192.168.211.23,Mobile,UK
L01239,U860,2026-04-07 08:54:55,/product/p101,purchase,192.168.224.252,Mobile,Vietnam
L01383,U601,2026-04-07 09:06:21,/product/p101,click,192.168.196.117,Desktop,Vietnam
L01006,U672,2026-04-07 09:25:44,/checkout,purchase,192.168.98.119,Mobile,Vietnam
L00706,U863,2026-04-07 09:49:42,/product/p101,purchase,192.168.75.226,Mobile,Vietnam
L00665,U757,2026-04-07 10:42:08,/cart,add_to_cart,192.168.230.219,Mobile,Vietnam
L01862,U720,2026-04-07 10:52:05,/about-us,click,192.168.255.77,Mobile,UK
L00372,U139,2026-04-07 11:23:01,/cart,add_to_cart,192.168.45.233,Mobile,Vietnam
L00980,U883,2026-04-07 12:11:44,/home,add_to_cart,192.168.71.249,Mobile,Vietnam
L00314,U205,2026-04-07 12:42:40,/blog,add_to_cart,192.168.163.142,Mobile,UK
L00318,U852,2026-04-07 12:51:06,/about-us,purchase,192.168.156.37,Desktop,Vietnam
L01345,U583,2026-04-07 13:05:39,/about-us,click,192.168.226.48,Mobile,Vietnam
L00184,U601,2026-04-07 13:10:57,/cart,add_to_cart,192.168.5.95,Mobile,Vietnam
L00013,U556,2026-04-07 13:12:48,/cart,view,192.168.83.188,Desktop,Vietnam
L01611,U968,2026-04-07 13:24:16,/contact,add_to_cart,192.168.245.133,Mobile,USA
L00243,U509,2026-04-07 13:25:00,/contact,purchase,192.168.243.54,Mobile,Vietnam
L00587,U198,2026-04-07 13:42:20,/home,view,192.168.132.19,Mobile,UK
L00725,U767,2026-04-07 13:56:53,/about-us,click,192.168.199.13,Desktop,Vietnam
L00892,U848,2026-04-07 13:57:40,/product/p100,click,192.168.190.4,Mobile,USA
L01924,U632,2026-04-07 14:34:26,/contact,purchase,192.168.39.5,Desktop,Vietnam
L00663,U509,2026-04-07 15:27:02,/cart,add_to_cart,192.168.196.74,Mobile,Vietnam
L01312,U193,2026-04-07 15:29:45,/about-us,add_to_cart,192.168.178.98,Mobile,Vietnam
L00099,U149,2026-04-07 15:46:54,/blog,purchase,192.168.16.188,Mobile,Vietnam
L00171,U829,2026-04-07 16:07:37,/blog,add_to_cart,192.168.174.82,Mobile,Vietnam
L01855,U704,2026-04-07 16:51:31,/product/p101,click,192.168.199.93,Mobile,Vietnam
L00241,U828,2026-04-07 16:53:47,/cart,click,192.168.153.104,Tablet,Singapore
L01608,U268,2026-04-07 16:58:23,/product/p100,click,192.168.2.19,Tablet,Vietnam
L00345,U666,2026-04-07 17:49:53,/product/p100,view,192.168.138.135,Desktop,Vietnam
L00293,U488,2026-04-07 18:00:19,/contact,purchase,192.168.135.5,Mobile,Vietnam
L00804,U703,2026-04-07 18:11:38,/blog,view,192.168.142.254,Desktop,Vietnam
L01356,U783,2026-04-07 18:25:38,/product/p101,purchase,192.168.252.224,Mobile,Vietnam
L01646,U338,2026-04-07 18:51:42,/checkout,click,192.168.82.214,Desktop,Vietnam
L00888,U914,2026-04-07 19:14:34,/checkout,purchase,192.168.55.108,Desktop,Vietnam
L00996,U450,2026-04-07 19:51:32,/blog,add_to_cart,192.168.132.104,Mobile,USA
L01032,U847,2026-04-07 19:52:17,/product/p100,click,192.168.79.150,Desktop,Vietnam
L01682,U704,2026-04-07 20:39:03,/contact,view,192.168.171.59,Desktop,Vietnam
L00970,U147,2026-04-07 21:11:32,/contact,click,192.168.82.197,Desktop,Vietnam
L00229,U167,2026-04-07 21:54:51,/home,add_to_cart,192.168.39.49,Tablet,Vietnam
L01371,U830,2026-04-07 22:44:25,/blog,purchase,192.168.188.210,Mobile,Vietnam
L00584,U948,2026-04-07 23:25:49,/home,add_to_cart,192.168.242.142,Mobile,Vietnam
L00438,U215,2026-04-07 23:39:16,/product/p100,add_to_cart,192.168.45.254,Desktop,UK
L01843,U259,2026-04-07 23:39:57,/cart,add_to_cart,192.168.230.236,Mobile,Vietnam
L00552,U524,2026-04-07 23:52:02,/product/p101,click,192.168.220.69,Desktop,Vietnam
L01092,U628,2026-04-08 00:05:52,/cart,view,192.168.237.126,Mobile,Vietnam
L00742,U523,2026-04-08 00:29:13,/product/p101,view,192.168.157.184,Mobile,Vietnam
L00678,U219,2026-04-08 01:05:02,/contact,click,192.168.89.167,Mobile,Vietnam
L01908,U438,2026-04-08 01:14:18,/blog,purchase,192.168.219.190,Mobile,Vietnam
L01753,U753,2026-04-08 02:03:14,/checkout,view,192.168.89.236,Mobile,Vietnam
L01534,U626,2026-04-08 02:10:35,/home,click,192.168.87.129,Mobile,Vietnam
L00878,U408,2026-04-08 02:16:00,/checkout,add_to_cart,192.168.182.48,Tablet,Vietnam
L01997,U978,2026-04-08 02:18:53,/blog,add_to_cart,192.168.85.213,Desktop,Vietnam
L00752,U346,2026-04-08 02:27:50,/cart,add_to_cart,192.168.186.126,Tablet,Vietnam
L01472,U818,2026-04-08 02:38:26,/product/p101,purchase,192.168.92.33,Mobile,Vietnam
L00949,U620,2026-04-08 02:42:15,/product/p100,click,192.168.186.173,Mobile,Singapore
L00379,U522,2026-04-08 03:17:47,/home,view,192.168.50.182,Mobile,Vietnam
L01362,U200,2026-04-08 03:41:56,/about-us,click,192.168.245.245,Tablet,Vietnam
L01288,U496,2026-04-08 04:51:30,/checkout,click,192.168.252.6,Mobile,Vietnam
L01332,U492,2026-04-08 04:53:44,/cart,add_to_cart,192.168.114.101,Mobile,Vietnam
L00863,U333,2026-04-08 05:17:12,/contact,add_to_cart,192.168.4.123,Mobile,Vietnam
L00213,U855,2026-04-08 05:20:50,/product/p100,add_to_cart,192.168.9.120,Mobile,Vietnam
L01555,U553,2026-04-08 05:21:34,/checkout,purchase,192.168.206.137,Mobile,Vietnam
L00522,U928,2026-04-08 05:31:47,/home,view,192.168.29.44,Desktop,Vietnam
L00502,U812,2026-04-08 05:36:05,/about-us,purchase,192.168.89.213,Mobile,Japan
L01246,U910,2026-04-08 06:27:49,/home,view,192.168.201.84,Desktop,Vietnam
L00010,U957,2026-04-08 08:09:17,/checkout,view,192.168.19.227,Mobile,Vietnam
L00622,U123,2026-04-08 08:55:09,/home,click,192.168.154.83,Mobile,Vietnam
L00951,U253,2026-04-08 09:14:06,/contact,view,192.168.8.29,Mobile,Vietnam
L00856,U210,2026-04-08 09:30:28,/product/p101,add_to_cart,192.168.200.41,Mobile,Vietnam
L00466,U992,2026-04-08 09:39:00,/contact,purchase,192.168.59.196,Desktop,UK
L01947,U361,2026-04-08 09:43:44,/home,purchase,192.168.119.195,Mobile,Vietnam
L01712,U306,2026-04-08 10:12:05,/about-us,add_to_cart,192.168.237.193,Desktop,Vietnam
L01233,U363,2026-04-08 10:12:13,/product/p100,purchase,192.168.214.51,Mobile,Vietnam
L00433,U343,2026-04-08 10:25:52,/product/p100,add_to_cart,192.168.231.188,Mobile,Singapore
L01772,U192,2026-04-08 10:42:20,/cart,add_to_cart,192.168.33.131,Mobile,USA
L00998,U792,2026-04-08 10:43:24,/cart,click,192.168.82.124,Desktop,USA
L00299,U423,2026-04-08 10:44:25,/checkout,view,192.168.59.126,Desktop,Vietnam
L01651,U693,2026-04-08 10:59:37,/product/p100,view,192.168.15.139,Desktop,Vietnam
L01026,U678,2026-04-08 11:29:32,/blog,purchase,192.168.84.25,Mobile,UK
L00827,U974,2026-04-08 11:36:15,/product/p100,purchase,192.168.228.85,Mobile,Vietnam
L01684,U921,2026-04-08 11:49:35,/home,view,192.168.170.81,Mobile,Japan
L01812,U586,2026-04-08 12:29:35,/blog,view,192.168.172.6,Mobile,USA
L00309,U752,2026-04-08 12:47:30,/contact,add_to_cart,192.168.190.174,Mobile,Vietnam
L00253,U417,2026-04-08 12:54:40,/about-us,view,192.168.127.191,Desktop,USA
L01116,U145,2026-04-08 13:27:39,/about-us,add_to_cart,192.168.194.119,Mobile,Vietnam
L01289,U720,2026-04-08 15:12:10,/contact,click,192.168.239.204,Mobile,Vietnam
L01906,U764,2026-04-08 16:01:45,/contact,view,192.168.238.230,Mobile,Vietnam
L01751,U750,2026-04-08 16:24:46,/blog,click,192.168.200.26,Desktop,Vietnam
L01685,U245,2026-04-08 16:25:01,/about-us,click,192.168.140.24,Mobile,Vietnam
L00566,U656,2026-04-08 16:34:40,/home,click,192.168.230.194,Desktop,Vietnam
L00479,U387,2026-04-08 17:39:24,/product/p100,add_to_cart,192.168.98.67,Tablet,Vietnam
L01316,U124,2026-04-08 17:58:14,/cart,purchase,192.168.210.201,Mobile,Japan
L01411,U511,2026-04-08 18:48:12,/product/p100,purchase,192.168.107.13,Desktop,Vietnam
L01286,U926,2026-04-08 19:05:50,/product/p100,view,192.168.19.247,Desktop,USA
L01271,U887,2026-04-08 19:11:12,/product/p100,add_to_cart,192.168.251.134,Desktop,USA
L01473,U832,2026-04-08 20:14:35,/checkout,view,192.168.183.137,Mobile,Vietnam
L01236,U669,2026-04-08 22:31:53,/blog,purchase,192.168.29.121,Mobile,Vietnam
L01358,U762,2026-04-08 22:37:19,/blog,view,192.168.203.190,Mobile,USA
L01875,U913,2026-04-08 22:47:05,/product/p100,click,192.168.173.241,Desktop,Vietnam
L00651,U302,2026-04-08 22:47:25,/product/p100,add_to_cart,192.168.118.21,Desktop,Vietnam
L01190,U783,2026-04-08 23:17:40,/cart,view,192.168.225.79,Mobile,Vietnam
L00288,U293,2026-04-09 00:25:37,/product/p100,purchase,192.168.164.249,Desktop,USA
L01207,U635,2026-04-09 00:31:09,/cart,view,192.168.134.72,Mobile,Vietnam
L01382,U973,2026-04-09 01:03:51,/product/p101,click,192.168.43.255,Tablet,UK
L01245,U926,2026-04-09 01:09:31,/product/p101,purchase,192.168.114.143,Desktop,Vietnam
L01847,U394,2026-04-09 01:22:09,/product/p100,click,192.168.102.142,Mobile,Vietnam
L01928,U971,2026-04-09 01:38:39,/product/p100,view,192.168.255.91,Tablet,Vietnam
L00815,U926,2026-04-09 03:36:49,/product/p101,add_to_cart,192.168.193.222,Tablet,USA
L00610,U609,2026-04-09 03:59:37,/blog,click,192.168.51.11,Mobile,Vietnam
L00831,U330,2026-04-09 04:54:42,/cart,click,192.168.132.81,Mobile,Japan
L01291,U323,2026-04-09 06:01:13,/contact,add_to_cart,192.168.76.229,Desktop,Korea
L00630,U302,2026-04-09 06:02:08,/product/p100,add_to_cart,192.168.189.119,Mobile,Vietnam
L00788,U219,2026-04-09 06:12:31,/home,view,192.168.237.87,Tablet,Singapore
L00400,U659,2026-04-09 08:09:56,/product/p100,add_to_cart,192.168.30.142,Mobile,Singapore
L00703,U703,2026-04-09 09:14:18,/product/p100,purchase,192.168.188.231,Mobile,Vietnam
L00963,U430,2026-04-09 09:26:26,/product/p101,click,192.168.58.195,Mobile,USA
L01936,U948,2026-04-09 09:29:24,/cart,view,192.168.193.8,Desktop,Vietnam
L01160,U527,2026-04-09 09:33:10,/blog,click,192.168.80.42,Tablet,Japan
L00660,U844,2026-04-09 09:34:21,/contact,view,192.168.150.223,Tablet,USA
L01446,U178,2026-04-09 10:37:54,/checkout,view,192.168.22.225,Mobile,Vietnam
L00937,U955,2026-04-09 10:58:15,/contact,purchase,192.168.34.121,Mobile,Korea
L00358,U865,2026-04-09 11:15:23,/blog,click,192.168.235.190,Mobile,Vietnam
L00088,U379,2026-04-09 11:22:40,/home,click,192.168.95.27,Mobile,Vietnam
L01724,U955,2026-04-09 11:55:57,/about-us,purchase,192.168.92.205,Mobile,USA
L01576,U397,2026-04-09 12:07:20,/product/p101,add_to_cart,192.168.64.212,Desktop,UK
L00007,U516,2026-04-09 12:35:26,/blog,add_to_cart,192.168.170.28,Mobile,Vietnam
L00800,U312,2026-04-09 13:35:23,/home,purchase,192.168.43.255,Mobile,Vietnam
L01694,U165,2026-04-09 14:27:01,/home,add_to_cart,192.168.21.119,Tablet,Singapore
L00825,U898,2026-04-09 14:57:36,/checkout,purchase,192.168.71.99,Mobile,Vietnam
L01498,U702,2026-04-09 15:39:45,/blog,purchase,192.168.102.34,Desktop,Vietnam
L01226,U641,2026-04-09 16:13:19,/product/p101,purchase,192.168.226.47,Desktop,Vietnam
L01911,U524,2026-04-09 16:31:24,/about-us,purchase,192.168.251.104,Mobile,Vietnam
L00865,U147,2026-04-09 17:18:25,/product/p100,add_to_cart,192.168.190.45,Desktop,Vietnam
L01663,U407,2026-04-09 18:17:58,/product/p100,add_to_cart,192.168.198.227,Mobile,Vietnam
L01059,U630,2026-04-09 18:25:24,/product/p100,click,192.168.78.144,Desktop,Vietnam
L00268,U690,2026-04-09 19:25:08,/cart,purchase,192.168.190.173,Mobile,Vietnam
L00550,U293,2026-04-09 19:31:10,/product/p100,click,192.168.46.173,Desktop,Singapore
L00471,U746,2026-04-09 19:51:58,/checkout,add_to_cart,192.168.217.196,Mobile,Vietnam
L01133,U885,2026-04-09 20:08:02,/cart,purchase,192.168.98.221,Mobile,UK
L00102,U401,2026-04-09 20:14:11,/checkout,add_to_cart,192.168.84.186,Mobile,USA
L01968,U595,2026-04-09 20:20:50,/about-us,add_to_cart,192.168.255.151,Mobile,UK
L01894,U220,2026-04-09 20:23:29,/about-us,add_to_cart,192.168.47.28,Desktop,Korea
L01311,U785,2026-04-09 21:12:17,/home,purchase,192.168.77.103,Mobile,Vietnam
L00493,U853,2026-04-09 21:34:26,/checkout,purchase,192.168.126.191,Tablet,Vietnam
L01973,U253,2026-04-09 21:53:02,/cart,view,192.168.234.139,Mobile,Vietnam
L00188,U415,2026-04-09 22:10:43,/cart,click,192.168.44.77,Mobile,Vietnam
L00770,U420,2026-04-09 22:13:05,/checkout,purchase,192.168.125.224,Desktop,Vietnam
L00850,U896,2026-04-09 22:13:34,/cart,purchase,192.168.194.99,Mobile,Vietnam
L01146,U520,2026-04-09 22:14:43,/blog,purchase,192.168.96.151,Mobile,Vietnam
L01860,U433,2026-04-09 22:38:31,/cart,add_to_cart,192.168.197.121,Desktop,Vietnam
L01933,U133,2026-04-09 22:57:10,/cart,view,192.168.212.51,Desktop,Vietnam
L01039,U663,2026-04-09 23:00:14,/contact,view,192.168.79.165,Desktop,Singapore
L00514,U950,2026-04-09 23:05:23,/product/p101,click,192.168.228.236,Mobile,Vietnam
L01836,U369,2026-04-09 23:12:40,/checkout,add_to_cart,192.168.146.131,Desktop,Vietnam
L01502,U743,2026-04-09 23:44:02,/contact,add_to_cart,192.168.74.95,Mobile,Vietnam
L01470,U610,2026-04-09 23:54:27,/product/p101,purchase,192.168.147.233,Mobile,Vietnam
L01560,U937,2026-04-09 23:59:54,/cart,purchase,192.168.75.108,Desktop,Vietnam
L00527,U714,2026-04-10 00:00:51,/about-us,click,192.168.236.53,Desktop,Korea
L00762,U465,2026-04-10 00:43:38,/blog,add_to_cart,192.168.43.14,Tablet,Vietnam
L01986,U112,2026-04-10 00:46:23,/home,purchase,192.168.18.127,Desktop,USA
L00615,U283,2026-04-10 00:56:56,/about-us,click,192.168.104.174,Mobile,Vietnam
L00652,U603,2026-04-10 01:26:14,/home,click,192.168.103.102,Mobile,Vietnam
L00303,U830,2026-04-10 01:48:28,/product/p100,click,192.168.130.233,Tablet,Vietnam
L01640,U489,2026-04-10 01:51:06,/checkout,view,192.168.238.108,Mobile,USA
L01111,U462,2026-04-10 02:07:37,/home,click,192.168.61.93,Mobile,Vietnam
L00263,U560,2026-04-10 02:10:43,/product/p100,purchase,192.168.216.176,Desktop,Vietnam
L00796,U809,2026-04-10 03:43:38,/home,click,192.168.48.115,Mobile,Vietnam
L01493,U696,2026-04-10 04:38:53,/home,click,192.168.43.232,Mobile,Vietnam
L01078,U290,2026-04-10 04:45:21,/about-us,click,192.168.183.54,Mobile,Vietnam
L00549,U707,2026-04-10 05:24:34,/blog,view,192.168.244.92,Desktop,Vietnam
L00140,U220,2026-04-10 07:02:39,/about-us,purchase,192.168.193.108,Desktop,Vietnam
L00351,U136,2026-04-10 07:09:09,/product/p100,view,192.168.127.82,Desktop,Vietnam
L00430,U760,2026-04-10 07:42:39,/about-us,purchase,192.168.56.247,Mobile,Vietnam
L00972,U723,2026-04-10 07:54:50,/checkout,view,192.168.95.186,Tablet,Vietnam
L01541,U639,2026-04-10 08:07:09,/contact,add_to_cart,192.168.84.52,Tablet,Vietnam
L00819,U325,2026-04-10 08:20:22,/checkout,add_to_cart,192.168.135.36,Mobile,USA
L00129,U626,2026-04-10 08:57:51,/product/p100,click,192.168.153.91,Mobile,Vietnam
